chrom	trans_id	strand	gene_id	gene_name	transcript_biotype	gene_start	gene_stop	CDS_start	CDS_stop	CDS_length	5UTR_length	3UTR_length	transcript_length
X	YJR132W_mRNA	+	YJR132W	NMD5	protein_coding	669522	672668	1	3147	3147	0	0	3147
X	YJR133W_mRNA	+	YJR133W	XPT1	protein_coding	672991	673620	1	630	630	0	0	630
X	YJR134C_mRNA	-	YJR134C	SGM1	protein_coding	673729	675852	1	2124	2124	0	0	2124
X	YJR135C_mRNA	-	YJR135C	MCM22	protein_coding	676059	676778	1	720	720	0	0	720
X	YJR135W-A_mRNA	+	YJR135W-A	TIM8	protein_coding	676971	677234	1	264	264	0	0	264
X	YJR136C_mRNA	-	YJR136C	TTI2	protein_coding	677441	678706	1	1266	1266	0	0	1266
X	YJR137C_mRNA	-	YJR137C	MET5	protein_coding	678957	683285	1	4329	4329	0	0	4329
X	YJR138W_mRNA	+	YJR138W	IML1	protein_coding	684567	689321	1	4755	4755	0	0	4755
X	YJR139C_mRNA	-	YJR139C	HOM6	protein_coding	689445	690524	1	1080	1080	0	0	1080
X	YJR140C_mRNA	-	YJR140C	HIR3	protein_coding	690750	695696	1	4947	4947	0	0	4947
X	YJR140W-A_mRNA	+	YJR140W-A	YJR140W-A	protein_coding	690961	691110	1	150	150	0	0	150
X	YJR141W_mRNA	+	YJR141W	IPA1	protein_coding	695906	696949	1	1044	1044	0	0	1044
X	YJR142W_mRNA	+	YJR142W	YJR142W	protein_coding	697141	698169	1	1029	1029	0	0	1029
X	YJR143C_mRNA	-	YJR143C	PMT4	protein_coding	698326	700614	1	2289	2289	0	0	2289
X	YJR144W_mRNA	+	YJR144W	MGM101	protein_coding	700882	701691	1	810	810	0	0	810
X	YJR145C_mRNA	-	YJR145C	RPS4A	protein_coding	702027	703068	1	786	786	0	0	786
X	YJR146W_mRNA	+	YJR146W	YJR146W	protein_coding	703885	704238	1	354	354	0	0	354
X	YJR147W_mRNA	+	YJR147W	HMS2	protein_coding	704196	705272	1	1077	1077	0	0	1077
X	YJR148W_mRNA	+	YJR148W	BAT2	protein_coding	705744	706874	1	1131	1131	0	0	1131
X	YJR149W_mRNA	+	YJR149W	YJR149W	protein_coding	707160	708374	1	1215	1215	0	0	1215
X	YJR150C_mRNA	-	YJR150C	DAN1	protein_coding	708811	709707	1	897	897	0	0	897
X	YJR151C_mRNA	-	YJR151C	DAN4	protein_coding	712255	715740	1	3486	3486	0	0	3486
X	YJR151W-A_mRNA	+	YJR151W-A	YJR151W-A	protein_coding	717580	717630	1	51	51	0	0	51
X	YJR152W_mRNA	+	YJR152W	DAL5	protein_coding	719666	721297	1	1632	1632	0	0	1632
X	YJR153W_mRNA	+	YJR153W	PGU1	protein_coding	722815	723900	1	1086	1086	0	0	1086
X	YJR154W_mRNA	+	YJR154W	YJR154W	protein_coding	725784	726824	1	1041	1041	0	0	1041
X	YJR155W_mRNA	+	YJR155W	AAD10	protein_coding	727405	728271	1	867	867	0	0	867
X	YJR156C_mRNA	-	YJR156C	THI11	protein_coding	728574	729596	1	1023	1023	0	0	1023
X	YJR157W_mRNA	+	YJR157W	YJR157W	protein_coding	730515	730877	1	363	363	0	0	363
X	YJR158W_mRNA	+	YJR158W	HXT16	protein_coding	732440	734143	1	1704	1704	0	0	1704
X	YJR159W_mRNA	+	YJR159W	SOR1	protein_coding	736044	737117	1	1074	1074	0	0	1074
X	YJR160C_mRNA	-	YJR160C	MPH3	protein_coding	738008	739816	1	1809	1809	0	0	1809
X	YJR161C_mRNA	-	YJR161C	COS5	protein_coding	742848	743999	1	1152	1152	0	0	1152
X	YJR162C_mRNA	-	YJR162C	YJR162C	protein_coding	744911	745261	1	351	351	0	0	351
XI	YKL001C_mRNA	-	YKL001C	MET14	protein_coding	438777	439385	1	609	609	0	0	609
XI	YKL002W_mRNA	+	YKL002W	DID4	protein_coding	437778	438544	1	699	699	0	0	699
XI	YKL003C_mRNA	-	YKL003C	MRP17	protein_coding	437097	437492	1	396	396	0	0	396
XI	YKL004W_mRNA	+	YKL004W	AUR1	protein_coding	435580	436785	1	1206	1206	0	0	1206
XI	YKL005C_mRNA	-	YKL005C	BYE1	protein_coding	433093	434877	1	1785	1785	0	0	1785
XI	YKL006C-A_mRNA	-	YKL006C-A	SFT1	protein_coding	430198	430632	1	294	294	0	0	294
XI	YKL006W_mRNA	+	YKL006W	RPL14A	protein_coding	431906	432720	1	417	417	0	0	417
XI	YKL007W_mRNA	+	YKL007W	CAP1	protein_coding	429302	430108	1	807	807	0	0	807
XI	YKL008C_mRNA	-	YKL008C	LAC1	protein_coding	427295	428551	1	1257	1257	0	0	1257
XI	YKL009W_mRNA	+	YKL009W	MRT4	protein_coding	426242	426952	1	711	711	0	0	711
XI	YKL010C_mRNA	-	YKL010C	UFD4	protein_coding	421424	425875	1	4452	4452	0	0	4452
XI	YKL011C_mRNA	-	YKL011C	CCE1	protein_coding	420155	421216	1	1062	1062	0	0	1062
XI	YKL012W_mRNA	+	YKL012W	PRP40	protein_coding	418310	420061	1	1752	1752	0	0	1752
XI	YKL013C_mRNA	-	YKL013C	ARC19	protein_coding	417508	418023	1	516	516	0	0	516
XI	YKL014C_mRNA	-	YKL014C	URB1	protein_coding	411619	416913	1	5295	5295	0	0	5295
XI	YKL015W_mRNA	+	YKL015W	PUT3	protein_coding	408544	411483	1	2940	2940	0	0	2940
XI	YKL016C_mRNA	-	YKL016C	ATP7	protein_coding	407465	407989	1	525	525	0	0	525
XI	YKL017C_mRNA	-	YKL017C	HCS1	protein_coding	405190	407241	1	2052	2052	0	0	2052
XI	YKL018C-A_mRNA	-	YKL018C-A	YKL018C-A	protein_coding	403580	403879	1	300	300	0	0	300
XI	YKL018W_mRNA	+	YKL018W	SWD2	protein_coding	404102	405091	1	990	990	0	0	990
XI	YKL019W_mRNA	+	YKL019W	RAM2	protein_coding	402568	403518	1	951	951	0	0	951
XI	YKL020C_mRNA	-	YKL020C	SPT23	protein_coding	398832	402080	1	3249	3249	0	0	3249
XI	YKL021C_mRNA	-	YKL021C	MAK11	protein_coding	397344	398750	1	1407	1407	0	0	1407
XI	YKL022C_mRNA	-	YKL022C	CDC16	protein_coding	394726	397248	1	2523	2523	0	0	2523
XI	YKL023C-A_mRNA	-	YKL023C-A	YKL023C-A	protein_coding	393146	393373	1	228	228	0	0	228
XI	YKL023W_mRNA	+	YKL023W	YKL023W	protein_coding	393721	394554	1	834	834	0	0	834
XI	YKL024C_mRNA	-	YKL024C	URA6	protein_coding	392526	393140	1	615	615	0	0	615
XI	YKL025C_mRNA	-	YKL025C	PAN3	protein_coding	390240	392279	1	2040	2040	0	0	2040
XI	YKL026C_mRNA	-	YKL026C	GPX1	protein_coding	389380	389883	1	504	504	0	0	504
XI	YKL027W_mRNA	+	YKL027W	TCD2	protein_coding	387562	388905	1	1344	1344	0	0	1344
XI	YKL028W_mRNA	+	YKL028W	TFA1	protein_coding	385758	387206	1	1449	1449	0	0	1449
XI	YKL029C_mRNA	-	YKL029C	MAE1	protein_coding	382716	384725	1	2010	2010	0	0	2010
XI	YKL030W_mRNA	+	YKL030W	YKL030W	protein_coding	382498	383103	1	606	606	0	0	606
XI	YKL031W_mRNA	+	YKL031W	YKL031W	protein_coding	382072	382485	1	414	414	0	0	414
XI	YKL032C_mRNA	-	YKL032C	IXR1	protein_coding	380065	381858	1	1794	1794	0	0	1794
XI	YKL033W-A_mRNA	+	YKL033W-A	YKL033W-A	protein_coding	374505	375215	1	711	711	0	0	711
XI	YKL033W_mRNA	+	YKL033W	TTI1	protein_coding	375456	378572	1	3117	3117	0	0	3117
XI	YKL034W_mRNA	+	YKL034W	TUL1	protein_coding	371829	374105	1	2277	2277	0	0	2277
XI	YKL035W_mRNA	+	YKL035W	UGP1	protein_coding	369891	371390	1	1500	1500	0	0	1500
XI	YKL036C_mRNA	-	YKL036C	YKL036C	protein_coding	369528	369920	1	393	393	0	0	393
XI	YKL037W_mRNA	+	YKL037W	AIM26	protein_coding	369365	369721	1	357	357	0	0	357
XI	YKL038W_mRNA	+	YKL038W	RGT1	protein_coding	365605	369117	1	3513	3513	0	0	3513
XI	YKL039W_mRNA	+	YKL039W	PTM1	protein_coding	362622	364193	1	1572	1572	0	0	1572
XI	YKL040C_mRNA	-	YKL040C	NFU1	protein_coding	361058	361828	1	771	771	0	0	771
XI	YKL041W_mRNA	+	YKL041W	VPS24	protein_coding	360143	360817	1	675	675	0	0	675
XI	YKL042W_mRNA	+	YKL042W	SPC42	protein_coding	358475	359566	1	1092	1092	0	0	1092
XI	YKL043W_mRNA	+	YKL043W	PHD1	protein_coding	356748	357848	1	1101	1101	0	0	1101
XI	YKL044W_mRNA	+	YKL044W	MMO1	protein_coding	356322	356642	1	321	321	0	0	321
XI	YKL045W_mRNA	+	YKL045W	PRI2	protein_coding	353493	355079	1	1587	1587	0	0	1587
XI	YKL046C_mRNA	-	YKL046C	DCW1	protein_coding	351275	352624	1	1350	1350	0	0	1350
XI	YKL047W_mRNA	+	YKL047W	ANR2	protein_coding	349463	351013	1	1551	1551	0	0	1551
XI	YKL048C_mRNA	-	YKL048C	ELM1	protein_coding	347214	349136	1	1923	1923	0	0	1923
XI	YKL049C_mRNA	-	YKL049C	CSE4	protein_coding	346075	346764	1	690	690	0	0	690
XI	YKL050C_mRNA	-	YKL050C	YKL050C	protein_coding	342852	345620	1	2769	2769	0	0	2769
XI	YKL051W_mRNA	+	YKL051W	SFK1	protein_coding	341312	342373	1	1062	1062	0	0	1062
XI	YKL052C_mRNA	-	YKL052C	ASK1	protein_coding	339668	340546	1	879	879	0	0	879
XI	YKL053C-A_mRNA	-	YKL053C-A	MDM35	protein_coding	339182	339442	1	261	261	0	0	261
XI	YKL053W_mRNA	+	YKL053W	YKL053W	protein_coding	339572	339946	1	375	375	0	0	375
XI	YKL054C_mRNA	-	YKL054C	DEF1	protein_coding	336537	338753	1	2217	2217	0	0	2217
XI	YKL055C_mRNA	-	YKL055C	OAR1	protein_coding	335321	336157	1	837	837	0	0	837
XI	YKL056C_mRNA	-	YKL056C	TMA19	protein_coding	334412	334915	1	504	504	0	0	504
XI	YKL057C_mRNA	-	YKL057C	NUP120	protein_coding	330856	333969	1	3114	3114	0	0	3114
XI	YKL058W_mRNA	+	YKL058W	TOA2	protein_coding	330166	330534	1	369	369	0	0	369
XI	YKL059C_mRNA	-	YKL059C	MPE1	protein_coding	328118	329443	1	1326	1326	0	0	1326
XI	YKL060C_mRNA	-	YKL060C	FBA1	protein_coding	326408	327487	1	1080	1080	0	0	1080
XI	YKL061W_mRNA	+	YKL061W	BLI1	protein_coding	325771	326112	1	342	342	0	0	342
XI	YKL062W_mRNA	+	YKL062W	MSN4	protein_coding	323228	325120	1	1893	1893	0	0	1893
XI	YKL063C_mRNA	-	YKL063C	YKL063C	protein_coding	321015	321518	1	504	504	0	0	504
XI	YKL064W_mRNA	+	YKL064W	MNR2	protein_coding	317764	320673	1	2910	2910	0	0	2910
XI	YKL065C_mRNA	-	YKL065C	YET1	protein_coding	316437	317057	1	621	621	0	0	621
XI	YKL065W-A_mRNA	+	YKL065W-A	YKL065W-A	protein_coding	315954	316175	1	222	222	0	0	222
XI	YKL066W_mRNA	+	YKL066W	YKL066W	protein_coding	315281	315724	1	444	444	0	0	444
XI	YKL067W_mRNA	+	YKL067W	YNK1	protein_coding	314812	315273	1	462	462	0	0	462
XI	YKL068W-A_mRNA	+	YKL068W-A	YKL068W-A	protein_coding	309206	309442	1	237	237	0	0	237
XI	YKL068W_mRNA	+	YKL068W	NUP100	protein_coding	310199	313078	1	2880	2880	0	0	2880
XI	YKL069W_mRNA	+	YKL069W	YKL069W	protein_coding	307285	307827	1	543	543	0	0	543
XI	YKL070W_mRNA	+	YKL070W	YKL070W	protein_coding	306211	306720	1	510	510	0	0	510
XI	YKL071W_mRNA	+	YKL071W	YKL071W	protein_coding	305114	305884	1	771	771	0	0	771
XI	YKL072W_mRNA	+	YKL072W	STB6	protein_coding	299582	301882	1	2301	2301	0	0	2301
XI	YKL073W_mRNA	+	YKL073W	LHS1	protein_coding	296430	299075	1	2646	2646	0	0	2646
XI	YKL074C_mRNA	-	YKL074C	MUD2	protein_coding	294610	296193	1	1584	1584	0	0	1584
XI	YKL075C_mRNA	-	YKL075C	YKL075C	protein_coding	292956	294308	1	1353	1353	0	0	1353
XI	YKL076C_mRNA	-	YKL076C	PSY1	protein_coding	292838	293221	1	384	384	0	0	384
XI	YKL077W_mRNA	+	YKL077W	YKL077W	protein_coding	291453	292631	1	1179	1179	0	0	1179
XI	YKL078W_mRNA	+	YKL078W	DHR2	protein_coding	288845	291052	1	2208	2208	0	0	2208
XI	YKL079W_mRNA	+	YKL079W	SMY1	protein_coding	286603	288573	1	1971	1971	0	0	1971
XI	YKL080W_mRNA	+	YKL080W	VMA5	protein_coding	285030	286208	1	1179	1179	0	0	1179
XI	YKL081W_mRNA	+	YKL081W	TEF4	protein_coding	282891	284455	1	1239	1239	0	0	1239
XI	YKL082C_mRNA	-	YKL082C	RRP14	protein_coding	281025	282329	1	1305	1305	0	0	1305
XI	YKL083W_mRNA	+	YKL083W	YKL083W	protein_coding	280921	281535	1	615	615	0	0	615
XI	YKL084W_mRNA	+	YKL084W	HOT13	protein_coding	280509	280859	1	351	351	0	0	351
XI	YKL085W_mRNA	+	YKL085W	MDH1	protein_coding	279123	280127	1	1005	1005	0	0	1005
XI	YKL086W_mRNA	+	YKL086W	SRX1	protein_coding	278281	278664	1	384	384	0	0	384
XI	YKL087C_mRNA	-	YKL087C	CYT2	protein_coding	277189	277863	1	675	675	0	0	675
XI	YKL088W_mRNA	+	YKL088W	CAB3	protein_coding	275283	276998	1	1716	1716	0	0	1716
XI	YKL089W_mRNA	+	YKL089W	MIF2	protein_coding	273394	275043	1	1650	1650	0	0	1650
XI	YKL090W_mRNA	+	YKL090W	CUE2	protein_coding	271878	273209	1	1332	1332	0	0	1332
XI	YKL091C_mRNA	-	YKL091C	YKL091C	protein_coding	269718	270650	1	933	933	0	0	933
XI	YKL092C_mRNA	-	YKL092C	BUD2	protein_coding	266145	269459	1	3315	3315	0	0	3315
XI	YKL093W_mRNA	+	YKL093W	MBR1	protein_coding	264789	265808	1	1020	1020	0	0	1020
XI	YKL094W_mRNA	+	YKL094W	YJU3	protein_coding	263349	264290	1	942	942	0	0	942
XI	YKL095W_mRNA	+	YKL095W	YJU2	protein_coding	262277	263113	1	837	837	0	0	837
XI	YKL096C-B_mRNA	-	YKL096C-B	YKL096C-B	protein_coding	259073	259222	1	150	150	0	0	150
XI	YKL096W-A_mRNA	+	YKL096W-A	CWP2	protein_coding	259253	259531	1	279	279	0	0	279
XI	YKL096W_mRNA	+	YKL096W	CWP1	protein_coding	261132	261851	1	720	720	0	0	720
XI	YKL097C_mRNA	-	YKL097C	YKL097C	protein_coding	258503	258913	1	411	411	0	0	411
XI	YKL098W_mRNA	+	YKL098W	MTC2	protein_coding	256770	257843	1	1074	1074	0	0	1074
XI	YKL099C_mRNA	-	YKL099C	UTP11	protein_coding	255720	256472	1	753	753	0	0	753
XI	YKL100C_mRNA	-	YKL100C	YPF1	protein_coding	253697	255460	1	1764	1764	0	0	1764
XI	YKL100W-A_mRNA	+	YKL100W-A	YKL100W-A	protein_coding	254159	254248	1	90	90	0	0	90
XI	YKL101W_mRNA	+	YKL101W	HSL1	protein_coding	248920	253476	1	4557	4557	0	0	4557
XI	YKL102C_mRNA	-	YKL102C	YKL102C	protein_coding	248062	248367	1	306	306	0	0	306
XI	YKL103C_mRNA	-	YKL103C	YKL103C	protein_coding	246138	247682	1	1545	1545	0	0	1545
XI	YKL104C_mRNA	-	YKL104C	GFA1	protein_coding	243220	245373	1	2154	2154	0	0	2154
XI	YKL105C_mRNA	-	YKL105C	SEG2	protein_coding	239185	242583	1	3399	3399	0	0	3399
XI	YKL106C-A_mRNA	-	YKL106C-A	YKL106C-A	protein_coding	237147	237266	1	120	120	0	0	120
XI	YKL106W_mRNA	+	YKL106W	AAT1	protein_coding	237536	238891	1	1356	1356	0	0	1356
XI	YKL107W_mRNA	+	YKL107W	YKL107W	protein_coding	236141	237070	1	930	930	0	0	930
XI	YKL108W_mRNA	+	YKL108W	SLD2	protein_coding	234426	235787	1	1362	1362	0	0	1362
XI	YKL109W_mRNA	+	YKL109W	HAP4	protein_coding	232227	233891	1	1665	1665	0	0	1665
XI	YKL110C_mRNA	-	YKL110C	KTI12	protein_coding	228939	229880	1	942	942	0	0	942
XI	YKL111C_mRNA	-	YKL111C	YKL111C	protein_coding	228464	228799	1	336	336	0	0	336
XI	YKL112W_mRNA	+	YKL112W	ABF1	protein_coding	226570	228765	1	2196	2196	0	0	2196
XI	YKL113C_mRNA	-	YKL113C	RAD27	protein_coding	224727	225875	1	1149	1149	0	0	1149
XI	YKL114C_mRNA	-	YKL114C	APN1	protein_coding	223352	224455	1	1104	1104	0	0	1104
XI	YKL115C_mRNA	-	YKL115C	YKL115C	protein_coding	222893	223285	1	393	393	0	0	393
XI	YKL116C_mRNA	-	YKL116C	PRR1	protein_coding	221344	222900	1	1557	1557	0	0	1557
XI	YKL117W_mRNA	+	YKL117W	SBA1	protein_coding	220324	220974	1	651	651	0	0	651
XI	YKL118W_mRNA	+	YKL118W	YKL118W	protein_coding	219126	219437	1	312	312	0	0	312
XI	YKL119C_mRNA	-	YKL119C	VPH2	protein_coding	218570	219217	1	648	648	0	0	648
XI	YKL120W_mRNA	+	YKL120W	OAC1	protein_coding	217344	218318	1	975	975	0	0	975
XI	YKL121W_mRNA	+	YKL121W	DGR2	protein_coding	214142	216700	1	2559	2559	0	0	2559
XI	YKL122C_mRNA	-	YKL122C	SRP21	protein_coding	212495	212998	1	504	504	0	0	504
XI	YKL123W_mRNA	+	YKL123W	YKL123W	protein_coding	212043	212423	1	381	381	0	0	381
XI	YKL124W_mRNA	+	YKL124W	SSH4	protein_coding	210593	212332	1	1740	1740	0	0	1740
XI	YKL125W_mRNA	+	YKL125W	RRN3	protein_coding	208247	210130	1	1884	1884	0	0	1884
XI	YKL126W_mRNA	+	YKL126W	YPK1	protein_coding	205707	207749	1	2043	2043	0	0	2043
XI	YKL127W_mRNA	+	YKL127W	PGM1	protein_coding	203541	205253	1	1713	1713	0	0	1713
XI	YKL128C_mRNA	-	YKL128C	PMU1	protein_coding	200884	201771	1	888	888	0	0	888
XI	YKL129C_mRNA	-	YKL129C	MYO3	protein_coding	196349	200167	1	3819	3819	0	0	3819
XI	YKL130C_mRNA	-	YKL130C	SHE2	protein_coding	195288	196028	1	741	741	0	0	741
XI	YKL131W_mRNA	+	YKL131W	YKL131W	protein_coding	194478	194999	1	522	522	0	0	522
XI	YKL132C_mRNA	-	YKL132C	RMA1	protein_coding	193574	194866	1	1293	1293	0	0	1293
XI	YKL133C_mRNA	-	YKL133C	YKL133C	protein_coding	191679	193070	1	1392	1392	0	0	1392
XI	YKL134C_mRNA	-	YKL134C	OCT1	protein_coding	189124	191442	1	2319	2319	0	0	2319
XI	YKL135C_mRNA	-	YKL135C	APL2	protein_coding	186460	188640	1	2181	2181	0	0	2181
XI	YKL136W_mRNA	+	YKL136W	YKL136W	protein_coding	186416	186814	1	399	399	0	0	399
XI	YKL137W_mRNA	+	YKL137W	CMC1	protein_coding	185957	186292	1	336	336	0	0	336
XI	YKL138C-A_mRNA	-	YKL138C-A	HSK3	protein_coding	184803	185012	1	210	210	0	0	210
XI	YKL138C_mRNA	-	YKL138C	MRPL31	protein_coding	185286	185681	1	396	396	0	0	396
XI	YKL139W_mRNA	+	YKL139W	CTK1	protein_coding	182958	184544	1	1587	1587	0	0	1587
XI	YKL140W_mRNA	+	YKL140W	TGL1	protein_coding	180779	182425	1	1647	1647	0	0	1647
XI	YKL141W_mRNA	+	YKL141W	SDH3	protein_coding	179667	180263	1	597	597	0	0	597
XI	YKL142W_mRNA	+	YKL142W	MRP8	protein_coding	178515	179174	1	660	660	0	0	660
XI	YKL143W_mRNA	+	YKL143W	LTV1	protein_coding	176781	178172	1	1392	1392	0	0	1392
XI	YKL144C_mRNA	-	YKL144C	RPC25	protein_coding	175843	176481	1	639	639	0	0	639
XI	YKL145W-A_mRNA	+	YKL145W-A	YKL145W-A	protein_coding	174958	175050	1	93	93	0	0	93
XI	YKL145W_mRNA	+	YKL145W	RPT1	protein_coding	174213	175616	1	1404	1404	0	0	1404
XI	YKL146W_mRNA	+	YKL146W	AVT3	protein_coding	171783	173861	1	2079	2079	0	0	2079
XI	YKL147C_mRNA	-	YKL147C	YKL147C	protein_coding	171551	172168	1	618	618	0	0	618
XI	YKL148C_mRNA	-	YKL148C	SDH1	protein_coding	169207	171129	1	1923	1923	0	0	1923
XI	YKL149C_mRNA	-	YKL149C	DBR1	protein_coding	167612	168829	1	1218	1218	0	0	1218
XI	YKL150W_mRNA	+	YKL150W	MCR1	protein_coding	166544	167452	1	909	909	0	0	909
XI	YKL151C_mRNA	-	YKL151C	NNR2	protein_coding	164917	165930	1	1014	1014	0	0	1014
XI	YKL152C_mRNA	-	YKL152C	GPM1	protein_coding	163642	164385	1	744	744	0	0	744
XI	YKL153W_mRNA	+	YKL153W	YKL153W	protein_coding	163600	164109	1	510	510	0	0	510
XI	YKL154W_mRNA	+	YKL154W	SRP102	protein_coding	161601	162335	1	735	735	0	0	735
XI	YKL155C_mRNA	-	YKL155C	RSM22	protein_coding	159456	161342	1	1887	1887	0	0	1887
XI	YKL156C-A_mRNA	-	YKL156C-A	YKL156C-A	protein_coding	158975	159091	1	117	117	0	0	117
XI	YKL156W_mRNA	+	YKL156W	RPS27A	protein_coding	158613	159212	1	249	249	0	0	249
XI	YKL157W_mRNA	+	YKL157W	APE2	protein_coding	154991	158232	1	2859	2859	0	0	2859
XI	YKL159C_mRNA	-	YKL159C	RCN1	protein_coding	153816	154451	1	636	636	0	0	636
XI	YKL160W_mRNA	+	YKL160W	ELF1	protein_coding	153269	153706	1	438	438	0	0	438
XI	YKL161C_mRNA	-	YKL161C	KDX1	protein_coding	149386	150687	1	1302	1302	0	0	1302
XI	YKL162C-A_mRNA	-	YKL162C-A	YKL162C-A	protein_coding	145922	146074	1	153	153	0	0	153
XI	YKL162C_mRNA	-	YKL162C	YKL162C	protein_coding	147630	148838	1	1209	1209	0	0	1209
XI	YKL163W_mRNA	+	YKL163W	PIR3	protein_coding	144401	145378	1	978	978	0	0	978
XI	YKL164C_mRNA	-	YKL164C	PIR1	protein_coding	141794	142819	1	1026	1026	0	0	1026
XI	YKL165C-A_mRNA	-	YKL165C-A	YKL165C-A	protein_coding	135790	136023	1	234	234	0	0	234
XI	YKL165C_mRNA	-	YKL165C	MCD4	protein_coding	137932	140691	1	2760	2760	0	0	2760
XI	YKL166C_mRNA	-	YKL166C	TPK3	protein_coding	134509	135705	1	1197	1197	0	0	1197
XI	YKL167C_mRNA	-	YKL167C	MRP49	protein_coding	133721	134134	1	414	414	0	0	414
XI	YKL168C_mRNA	-	YKL168C	KKQ8	protein_coding	131288	133462	1	2175	2175	0	0	2175
XI	YKL169C_mRNA	-	YKL169C	YKL169C	protein_coding	130685	131068	1	384	384	0	0	384
XI	YKL170W_mRNA	+	YKL170W	MRPL38	protein_coding	130634	131050	1	417	417	0	0	417
XI	YKL171W_mRNA	+	YKL171W	NNK1	protein_coding	127475	130261	1	2787	2787	0	0	2787
XI	YKL172W_mRNA	+	YKL172W	EBP2	protein_coding	125759	127042	1	1284	1284	0	0	1284
XI	YKL173W_mRNA	+	YKL173W	SNU114	protein_coding	122517	125543	1	3027	3027	0	0	3027
XI	YKL174C_mRNA	-	YKL174C	TPO5	protein_coding	120380	122236	1	1857	1857	0	0	1857
XI	YKL175W_mRNA	+	YKL175W	ZRT3	protein_coding	118793	120304	1	1512	1512	0	0	1512
XI	YKL176C_mRNA	-	YKL176C	LST4	protein_coding	115500	117986	1	2487	2487	0	0	2487
XI	YKL177W_mRNA	+	YKL177W	YKL177W	protein_coding	114356	114694	1	339	339	0	0	339
XI	YKL178C_mRNA	-	YKL178C	STE3	protein_coding	113215	114627	1	1413	1413	0	0	1413
XI	YKL179C_mRNA	-	YKL179C	COY1	protein_coding	110464	112503	1	2040	2040	0	0	2040
XI	YKL180W_mRNA	+	YKL180W	RPL17A	protein_coding	109269	110129	1	555	555	0	0	555
XI	YKL181W_mRNA	+	YKL181W	PRS1	protein_coding	107316	108599	1	1284	1284	0	0	1284
XI	YKL182W_mRNA	+	YKL182W	FAS1	protein_coding	100671	106826	1	6156	6156	0	0	6156
XI	YKL183C-A_mRNA	-	YKL183C-A	YKL183C-A	protein_coding	98395	98607	1	213	213	0	0	213
XI	YKL183W_mRNA	+	YKL183W	LOT5	protein_coding	98721	99641	1	921	921	0	0	921
XI	YKL184W_mRNA	+	YKL184W	SPE1	protein_coding	96757	98157	1	1401	1401	0	0	1401
XI	YKL185W_mRNA	+	YKL185W	ASH1	protein_coding	94499	96265	1	1767	1767	0	0	1767
XI	YKL186C_mRNA	-	YKL186C	MTR2	protein_coding	92744	93298	1	555	555	0	0	555
XI	YKL187C_mRNA	-	YKL187C	FAT3	protein_coding	89284	91536	1	2253	2253	0	0	2253
XI	YKL188C_mRNA	-	YKL188C	PXA2	protein_coding	86225	88786	1	2562	2562	0	0	2562
XI	YKL189W_mRNA	+	YKL189W	HYM1	protein_coding	84704	85903	1	1200	1200	0	0	1200
XI	YKL190W_mRNA	+	YKL190W	CNB1	protein_coding	82947	83550	1	528	528	0	0	528
XI	YKL191W_mRNA	+	YKL191W	DPH2	protein_coding	81035	82639	1	1605	1605	0	0	1605
XI	YKL192C_mRNA	-	YKL192C	ACP1	protein_coding	80160	80537	1	378	378	0	0	378
XI	YKL193C_mRNA	-	YKL193C	SDS22	protein_coding	78866	79882	1	1017	1017	0	0	1017
XI	YKL194C_mRNA	-	YKL194C	MST1	protein_coding	77258	78646	1	1389	1389	0	0	1389
XI	YKL195W_mRNA	+	YKL195W	MIA40	protein_coding	75821	77032	1	1212	1212	0	0	1212
XI	YKL196C_mRNA	-	YKL196C	YKT6	protein_coding	74932	75534	1	603	603	0	0	603
XI	YKL197C_mRNA	-	YKL197C	PEX1	protein_coding	70734	73865	1	3132	3132	0	0	3132
XI	YKL198C_mRNA	-	YKL198C	PTK1	protein_coding	68232	70220	1	1989	1989	0	0	1989
XI	YKL201C_mRNA	-	YKL201C	MNN4	protein_coding	63930	67466	1	3537	3537	0	0	3537
XI	YKL202W_mRNA	+	YKL202W	YKL202W	protein_coding	63821	64402	1	582	582	0	0	582
XI	YKL203C_mRNA	-	YKL203C	TOR2	protein_coding	55935	63359	1	7425	7425	0	0	7425
XI	YKL204W_mRNA	+	YKL204W	EAP1	protein_coding	53704	55602	1	1899	1899	0	0	1899
XI	YKL205W_mRNA	+	YKL205W	LOS1	protein_coding	50051	53353	1	3303	3303	0	0	3303
XI	YKL206C_mRNA	-	YKL206C	ADD66	protein_coding	49006	49809	1	804	804	0	0	804
XI	YKL207W_mRNA	+	YKL207W	YKL207W	protein_coding	48194	48955	1	762	762	0	0	762
XI	YKL208W_mRNA	+	YKL208W	CBT1	protein_coding	47157	47972	1	816	816	0	0	816
XI	YKL209C_mRNA	-	YKL209C	STE6	protein_coding	42423	46295	1	3873	3873	0	0	3873
XI	YKL210W_mRNA	+	YKL210W	UBA1	protein_coding	39163	42237	1	3075	3075	0	0	3075
XI	YKL211C_mRNA	-	YKL211C	TRP3	protein_coding	36699	38153	1	1455	1455	0	0	1455
XI	YKL212W_mRNA	+	YKL212W	SAC1	protein_coding	34543	36414	1	1872	1872	0	0	1872
XI	YKL213C_mRNA	-	YKL213C	DOA1	protein_coding	31960	34107	1	2148	2148	0	0	2148
XI	YKL214C_mRNA	-	YKL214C	YRA2	protein_coding	31082	31693	1	612	612	0	0	612
