si-Ctrl-1	si-Ctrl-2	si-eIF5A-1	si-eIF5A-2
YER141W_mRNA	YJL023C_mRNA	YGL103W_mRNA	YDR364C_mRNA
YGR078C_mRNA	YER107C_mRNA	YDL229W_mRNA	YDR109C_mRNA
YEL048C_mRNA	YBR231C_mRNA	YBR135W_mRNA	YMR123W_mRNA
YBR264C_mRNA	YGL164C_mRNA	YPL100W_mRNA	YBR158W_mRNA
YDL241W_mRNA	YOR063W_mRNA	YNL054W_mRNA	YOR165W_mRNA
YNL271C_mRNA	YOR233W_mRNA	YGR128C_mRNA	YER073W_mRNA
YJL023C_mRNA	YNL189W_mRNA	YPL176C_mRNA	YMR246W_mRNA
YER107C_mRNA	YIL064W_mRNA	YMR217W_mRNA	YKR056W_mRNA
YBR231C_mRNA	YBR104W_mRNA	YMR191W_mRNA	YDR318W_mRNA
YGL164C_mRNA	YNL166C_mRNA	YKL032C_mRNA	YIL108W_mRNA
YOR063W_mRNA	YER183C_mRNA	YOL025W_mRNA	YGR035C_mRNA
YOR233W_mRNA	YLR293C_mRNA	YGR132C_mRNA	YNL072W_mRNA
YNL189W_mRNA	YOL088C_mRNA	YOR371C_mRNA	YHR165C_mRNA
YIL064W_mRNA	YCL008C_mRNA	YPL099C_mRNA	YDR439W_mRNA
YBR104W_mRNA	YBR296C_mRNA	YLR335W_mRNA	YJR075W_mRNA
YNL166C_mRNA	YFL049W_mRNA	YAL034C_mRNA	YJR109C_mRNA
YER183C_mRNA	YNL280C_mRNA	YML001W_mRNA	YER064C_mRNA
YLR293C_mRNA	YOR228C_mRNA	YPL249C_mRNA	YKR002W_mRNA
YOL088C_mRNA	YDR336W_mRNA	YDR046C_mRNA	YPR104C_mRNA
YCL008C_mRNA	YMR268C_mRNA	YBR052C_mRNA	YGL197W_mRNA
YBR296C_mRNA	YOL126C_mRNA	YBR091C_mRNA	YNL274C_mRNA
YFL049W_mRNA	YLR016C_mRNA	YKL196C_mRNA	YDL036C_mRNA
YNL280C_mRNA	YFL007W_mRNA	YDL150W_mRNA	YGR049W_mRNA
YOR228C_mRNA	YOR051C_mRNA	YER082C_mRNA	YHL021C_mRNA
YMR268C_mRNA	YOR350C_mRNA	YER141W_mRNA	YLL033W_mRNA
YOL126C_mRNA	YKL068W_mRNA	YGR078C_mRNA	YMR196W_mRNA
YLR016C_mRNA	YAR015W_mRNA	YEL048C_mRNA	YNR001C_mRNA
YFL007W_mRNA	YNL282W_mRNA	YBR264C_mRNA	YIL040W_mRNA
YOR051C_mRNA	YJR068W_mRNA	YDL241W_mRNA	YKL084W_mRNA
YOR350C_mRNA	YPL253C_mRNA	YNL271C_mRNA	YOR230W_mRNA
YKL068W_mRNA	YNL084C_mRNA	YJL023C_mRNA	YLR384C_mRNA
YAR015W_mRNA	YHR006W_mRNA	YER107C_mRNA	YKR042W_mRNA
YNL282W_mRNA	YBL060W_mRNA	YPL060W_mRNA	YGL103W_mRNA
YJR068W_mRNA	YMR154C_mRNA	YGL164C_mRNA	YDL229W_mRNA
YPL253C_mRNA	YOR133W_mRNA	YOR063W_mRNA	YBR135W_mRNA
YNL084C_mRNA	YPL235W_mRNA	YBR231C_mRNA	YPL100W_mRNA
YHR006W_mRNA	YNL023C_mRNA	YOR233W_mRNA	YNL054W_mRNA
YBL060W_mRNA	YNL326C_mRNA	YIL064W_mRNA	YGR128C_mRNA
YOR133W_mRNA	YDR025W_mRNA	YNL189W_mRNA	YPL176C_mRNA
YPL235W_mRNA	YCR101C_mRNA	YBR104W_mRNA	YMR217W_mRNA
YNL023C_mRNA	YGR231C_mRNA	YNL166C_mRNA	YMR191W_mRNA
YNL326C_mRNA	YHR069C_mRNA	YLR368W_mRNA	YKL032C_mRNA
YDR025W_mRNA	YDR237W_mRNA	YER183C_mRNA	YOL025W_mRNA
YGR231C_mRNA	YML025C_mRNA	YLR293C_mRNA	YGR132C_mRNA
YHR069C_mRNA	YMR009W_mRNA	YOL088C_mRNA	YOR371C_mRNA
YDR237W_mRNA	YFR048W_mRNA	YCL008C_mRNA	YPL099C_mRNA
YML025C_mRNA	YLR179C_mRNA	YBR296C_mRNA	YLR335W_mRNA
YMR009W_mRNA	YJL048C_mRNA	YFL049W_mRNA	YAL034C_mRNA
YFR048W_mRNA	YML121W_mRNA	YNL280C_mRNA	YML001W_mRNA
YLR179C_mRNA	YGL203C_mRNA	YOR228C_mRNA	YPL249C_mRNA
YJL048C_mRNA	YKL116C_mRNA	YMR268C_mRNA	YDR046C_mRNA
YML121W_mRNA	YHR090C_mRNA	YOL126C_mRNA	YBR052C_mRNA
YGL203C_mRNA	YOR326W_mRNA	YLR016C_mRNA	YBR091C_mRNA
YKL116C_mRNA	YHR132W-A_mRNA	YFL007W_mRNA	YKL196C_mRNA
YHR090C_mRNA	YLR068W_mRNA	YOR051C_mRNA	YDL150W_mRNA
YOR326W_mRNA	YJL070C_mRNA	YOR350C_mRNA	YER082C_mRNA
YHR132W-A_mRNA	YBR080C_mRNA	YKL068W_mRNA	YER141W_mRNA
YLR068W_mRNA	YDR182W_mRNA	YAR015W_mRNA	YGR078C_mRNA
YJL070C_mRNA	YHR013C_mRNA	YNL282W_mRNA	YEL048C_mRNA
YBR080C_mRNA	YML074C_mRNA	YJR068W_mRNA	YBR264C_mRNA
YDR182W_mRNA	YIL018W_mRNA	YPL253C_mRNA	YDL241W_mRNA
YHR013C_mRNA	YLR051C_mRNA	YNL084C_mRNA	YNL271C_mRNA
YML074C_mRNA	YGR280C_mRNA	YHR006W_mRNA	YJL023C_mRNA
YIL018W_mRNA	YJR007W_mRNA	YBL060W_mRNA	YER107C_mRNA
YLR051C_mRNA	YOL005C_mRNA	YMR154C_mRNA	YPL060W_mRNA
YGR280C_mRNA	YER013W_mRNA	YOR133W_mRNA	YGL164C_mRNA
YJR007W_mRNA	YNL308C_mRNA	YPL235W_mRNA	YOR063W_mRNA
YOL005C_mRNA	YGR262C_mRNA	YNL023C_mRNA	YBR231C_mRNA
YER013W_mRNA	YIL016W_mRNA	YNL326C_mRNA	YOR233W_mRNA
YNL308C_mRNA	YPL246C_mRNA	YDR025W_mRNA	YIL064W_mRNA
YGR262C_mRNA	YGL071W_mRNA	YCR101C_mRNA	YNL189W_mRNA
YIL016W_mRNA	YDR321W_mRNA	YGR231C_mRNA	YBR104W_mRNA
YPL246C_mRNA	YPR113W_mRNA	YHR069C_mRNA	YNL166C_mRNA
YGL071W_mRNA	YGL228W_mRNA	YDR237W_mRNA	YLR368W_mRNA
YDR321W_mRNA	YLR022C_mRNA	YML025C_mRNA	YER183C_mRNA
YPR113W_mRNA	YNL199C_mRNA	YDR128W_mRNA	YLR293C_mRNA
YGL228W_mRNA	YNR040W_mRNA	YMR009W_mRNA	YOL088C_mRNA
YLR022C_mRNA	YDR137W_mRNA	YFR048W_mRNA	YCL008C_mRNA
YNL199C_mRNA	YLR220W_mRNA	YLR179C_mRNA	YBR296C_mRNA
YNR040W_mRNA	YLR175W_mRNA	YJL048C_mRNA	YFL049W_mRNA
YDR137W_mRNA	YDR006C_mRNA	YNL179C_mRNA	YNL280C_mRNA
YLR220W_mRNA	YHR154W_mRNA	YML121W_mRNA	YOR228C_mRNA
YLR175W_mRNA	YOR280C_mRNA	YGL203C_mRNA	YMR268C_mRNA
YDR006C_mRNA	YCR037C_mRNA	YKL116C_mRNA	YOL126C_mRNA
YHR154W_mRNA	YBL103C_mRNA	YHR090C_mRNA	YLR016C_mRNA
YOR280C_mRNA	YDR034C_mRNA	YOR326W_mRNA	YFL007W_mRNA
YCR037C_mRNA	YBR290W_mRNA	YHR132W-A_mRNA	YOR051C_mRNA
YBL103C_mRNA	YML055W_mRNA	YLR068W_mRNA	YOR350C_mRNA
YDR034C_mRNA	YFR016C_mRNA	YJL070C_mRNA	YKL068W_mRNA
YBR290W_mRNA	YBR061C_mRNA	YBR080C_mRNA	YAR015W_mRNA
YML055W_mRNA	YAL025C_mRNA	YDR182W_mRNA	YNL282W_mRNA
YFR016C_mRNA	YCR017C_mRNA	YHR013C_mRNA	YJR068W_mRNA
YBR061C_mRNA	YBR079C_mRNA	YML074C_mRNA	YPL253C_mRNA
YAL025C_mRNA	YHR110W_mRNA	YIL018W_mRNA	YNL084C_mRNA
YCR017C_mRNA	YDR257C_mRNA	YLR051C_mRNA	YHR006W_mRNA
YBR079C_mRNA	YOR221C_mRNA	YGR280C_mRNA	YBL060W_mRNA
YHR110W_mRNA	YKL184W_mRNA	YJR007W_mRNA	YMR154C_mRNA
YDR257C_mRNA	YPL106C_mRNA	YOL005C_mRNA	YOR133W_mRNA
YOR221C_mRNA	YPL179W_mRNA	YER013W_mRNA	YPL235W_mRNA
YKL184W_mRNA	YGR246C_mRNA	YNL308C_mRNA	YNL023C_mRNA
YPL106C_mRNA	YDR089W_mRNA	YGR262C_mRNA	YNL326C_mRNA
YPL179W_mRNA	YGR157W_mRNA	YIL016W_mRNA	YDR025W_mRNA
YGR246C_mRNA	YKR017C_mRNA	YPL246C_mRNA	YCR101C_mRNA
YDR089W_mRNA	YER081W_mRNA	YGL071W_mRNA	YGR231C_mRNA
YGR157W_mRNA	YGR089W_mRNA	YDR321W_mRNA	YHR069C_mRNA
YKR017C_mRNA	YDR083W_mRNA	YPR113W_mRNA	YDR237W_mRNA
YER081W_mRNA	YER175C_mRNA	YGL228W_mRNA	YML025C_mRNA
YGR089W_mRNA	YKL069W_mRNA	YLR022C_mRNA	YDR128W_mRNA
YDR083W_mRNA	YHR039C_mRNA	YNL199C_mRNA	YMR009W_mRNA
YER175C_mRNA	YEL068C_mRNA	YNR040W_mRNA	YFR048W_mRNA
YKL069W_mRNA	YKL048C_mRNA	YDR137W_mRNA	YLR179C_mRNA
YGR043C_mRNA	YMR243C_mRNA	YLR220W_mRNA	YJL048C_mRNA
YHR039C_mRNA	YNL201C_mRNA	YLR175W_mRNA	YNL179C_mRNA
YEL068C_mRNA	YGR148C_mRNA	YDR006C_mRNA	YML121W_mRNA
YKL048C_mRNA	YJL198W_mRNA	YOR280C_mRNA	YGL203C_mRNA
YMR243C_mRNA	YMR294W_mRNA	YCR037C_mRNA	YKL116C_mRNA
YNL201C_mRNA	YGR193C_mRNA	YBL103C_mRNA	YHR090C_mRNA
YGR148C_mRNA	YLR295C_mRNA	YDR034C_mRNA	YOR326W_mRNA
YJL198W_mRNA	YMR222C_mRNA	YBR290W_mRNA	YHR132W-A_mRNA
YMR294W_mRNA	YPL191C_mRNA	YML055W_mRNA	YLR068W_mRNA
YGR193C_mRNA	YLR069C_mRNA	YFR016C_mRNA	YJL070C_mRNA
YLR295C_mRNA	YBR057C_mRNA	YBR061C_mRNA	YBR080C_mRNA
YMR222C_mRNA	YDR503C_mRNA	YAL025C_mRNA	YDR182W_mRNA
YPL191C_mRNA	YPR178W_mRNA	YCR017C_mRNA	YHR013C_mRNA
YLR069C_mRNA	YCR012W_mRNA	YPR015C_mRNA	YML074C_mRNA
YBR057C_mRNA	YJL098W_mRNA	YBR079C_mRNA	YIL018W_mRNA
YDR503C_mRNA	YOL016C_mRNA	YKL163W_mRNA	YLR051C_mRNA
YPR178W_mRNA	YBR283C_mRNA	YHR110W_mRNA	YGR280C_mRNA
YCR012W_mRNA	YGL055W_mRNA	YDR257C_mRNA	YJR007W_mRNA
YJL098W_mRNA	YDL058W_mRNA	YOR221C_mRNA	YOL005C_mRNA
YOL016C_mRNA	YHR104W_mRNA	YKL184W_mRNA	YER013W_mRNA
YBR283C_mRNA	YGL166W_mRNA	YPL106C_mRNA	YNL308C_mRNA
YGL055W_mRNA	YKL135C_mRNA	YPL179W_mRNA	YGR262C_mRNA
YDL058W_mRNA	YGL145W_mRNA	YGR246C_mRNA	YIL016W_mRNA
YHR104W_mRNA	YGL122C_mRNA	YDR089W_mRNA	YPL246C_mRNA
YGL166W_mRNA	YGL160W_mRNA	YGR157W_mRNA	YGL071W_mRNA
YKL135C_mRNA	YLR088W_mRNA	YKR017C_mRNA	YDR321W_mRNA
YGL145W_mRNA	YEL011W_mRNA	YDR083W_mRNA	YPR113W_mRNA
YGL122C_mRNA	YIL041W_mRNA	YER175C_mRNA	YGL228W_mRNA
YGL160W_mRNA	YOR099W_mRNA	YKL069W_mRNA	YLR022C_mRNA
YLR088W_mRNA	YGR210C_mRNA	YGR043C_mRNA	YNL199C_mRNA
YEL011W_mRNA	YMR120C_mRNA	YHR039C_mRNA	YNR040W_mRNA
YIL041W_mRNA	YGR054W_mRNA	YEL068C_mRNA	YDR137W_mRNA
YOR099W_mRNA	YOR060C_mRNA	YKL048C_mRNA	YLR220W_mRNA
YGR210C_mRNA	YJL204C_mRNA	YMR243C_mRNA	YLR175W_mRNA
YMR120C_mRNA	YOR119C_mRNA	YNL201C_mRNA	YDR006C_mRNA
YGR054W_mRNA	YDR180W_mRNA	YGR148C_mRNA	YOR280C_mRNA
YOR060C_mRNA	YBR220C_mRNA	YJL198W_mRNA	YCR037C_mRNA
YJL204C_mRNA	YGL001C_mRNA	YMR294W_mRNA	YBL103C_mRNA
YOR119C_mRNA	YGL163C_mRNA	YGR193C_mRNA	YDR034C_mRNA
YDR180W_mRNA	YKR029C_mRNA	YLR295C_mRNA	YBR290W_mRNA
YBR220C_mRNA	YPL137C_mRNA	YMR222C_mRNA	YML055W_mRNA
YGL001C_mRNA	YGL200C_mRNA	YPL191C_mRNA	YFR016C_mRNA
YGL163C_mRNA	YLR033W_mRNA	YLR069C_mRNA	YBR061C_mRNA
YKR029C_mRNA	YIL144W_mRNA	YBR057C_mRNA	YAL025C_mRNA
YPL137C_mRNA	YNL139C_mRNA	YDR503C_mRNA	YCR017C_mRNA
YGL200C_mRNA	YKL088W_mRNA	YPR178W_mRNA	YPR015C_mRNA
YLR033W_mRNA	YPL234C_mRNA	YCR012W_mRNA	YBR079C_mRNA
YIL144W_mRNA	YOR316C_mRNA	YJL098W_mRNA	YKL163W_mRNA
YNL139C_mRNA	YPR010C_mRNA	YOL016C_mRNA	YHR110W_mRNA
YKL088W_mRNA	YHR111W_mRNA	YBR283C_mRNA	YDR257C_mRNA
YPL234C_mRNA	YHR127W_mRNA	YGL055W_mRNA	YOR221C_mRNA
YOR316C_mRNA	YIL062C_mRNA	YDL058W_mRNA	YKL184W_mRNA
YPR010C_mRNA	YKL216W_mRNA	YHR104W_mRNA	YPL106C_mRNA
YHR111W_mRNA	YOR261C_mRNA	YGL166W_mRNA	YPL179W_mRNA
YHR127W_mRNA	YKL104C_mRNA	YKL135C_mRNA	YGR246C_mRNA
YIL062C_mRNA	YOR222W_mRNA	YGL145W_mRNA	YDR089W_mRNA
YKL216W_mRNA	YLR301W_mRNA	YGL122C_mRNA	YGR157W_mRNA
YOR261C_mRNA	YOR299W_mRNA	YGL160W_mRNA	YKR017C_mRNA
YKL104C_mRNA	YGR198W_mRNA	YLR088W_mRNA	YER081W_mRNA
YOR222W_mRNA	YFL042C_mRNA	YEL011W_mRNA	YDR083W_mRNA
YLR301W_mRNA	YBR257W_mRNA	YIL041W_mRNA	YER175C_mRNA
YOR299W_mRNA	YER111C_mRNA	YOR099W_mRNA	YKL069W_mRNA
YGR198W_mRNA	YBR219C_mRNA	YGR210C_mRNA	YGR043C_mRNA
YFL042C_mRNA	YDR415C_mRNA	YMR120C_mRNA	YHR039C_mRNA
YBR257W_mRNA	YAL039C_mRNA	YGR054W_mRNA	YEL068C_mRNA
YER111C_mRNA	YBR243C_mRNA	YOR060C_mRNA	YKL048C_mRNA
YBR219C_mRNA	YBR046C_mRNA	YJL204C_mRNA	YMR243C_mRNA
YDR415C_mRNA	YBR206W_mRNA	YOR119C_mRNA	YNL201C_mRNA
YAL039C_mRNA	YPR180W_mRNA	YBR220C_mRNA	YGR148C_mRNA
YBR243C_mRNA	YLR247C_mRNA	YGL001C_mRNA	YJL198W_mRNA
YBR046C_mRNA	YMR010W_mRNA	YGL163C_mRNA	YMR294W_mRNA
YBR206W_mRNA	YMR044W_mRNA	YKR029C_mRNA	YGR193C_mRNA
YPR180W_mRNA	YMR128W_mRNA	YPL137C_mRNA	YLR295C_mRNA
YLR247C_mRNA	YLL029W_mRNA	YGL200C_mRNA	YMR222C_mRNA
YMR010W_mRNA	YHR068W_mRNA	YLR033W_mRNA	YPL191C_mRNA
YMR044W_mRNA	YKL105C_mRNA	YIL144W_mRNA	YLR069C_mRNA
YMR128W_mRNA	YIL022W_mRNA	YNL139C_mRNA	YBR057C_mRNA
YLL029W_mRNA	YLR192C_mRNA	YKL088W_mRNA	YDR503C_mRNA
YHR068W_mRNA	YPR042C_mRNA	YPL234C_mRNA	YPR178W_mRNA
YKL105C_mRNA	YDR312W_mRNA	YOR316C_mRNA	YCR012W_mRNA
YIL022W_mRNA	YKL106W_mRNA	YPR010C_mRNA	YJL098W_mRNA
YLR192C_mRNA	YGL014W_mRNA	YHR111W_mRNA	YOL016C_mRNA
YPR042C_mRNA	YLR193C_mRNA	YHR127W_mRNA	YBR283C_mRNA
YDR312W_mRNA	YKL063C_mRNA	YIL062C_mRNA	YGL055W_mRNA
YKL106W_mRNA	YDL083C_mRNA	YKL216W_mRNA	YDL058W_mRNA
YGL014W_mRNA	YNL024C_mRNA	YDR426C_mRNA	YHR104W_mRNA
YLR193C_mRNA	YIL084C_mRNA	YOR261C_mRNA	YGL166W_mRNA
YKL063C_mRNA	YJL203W_mRNA	YKL104C_mRNA	YKL135C_mRNA
YDL083C_mRNA	YDL111C_mRNA	YLR301W_mRNA	YGL145W_mRNA
YNL024C_mRNA	YHR112C_mRNA	YOR299W_mRNA	YGL122C_mRNA
YIL084C_mRNA	YHR007C_mRNA	YGR198W_mRNA	YGL160W_mRNA
YJL203W_mRNA	YPL160W_mRNA	YFL042C_mRNA	YLR088W_mRNA
YDL111C_mRNA	YCR028C-A_mRNA	YBR257W_mRNA	YEL011W_mRNA
YHR112C_mRNA	YNL306W_mRNA	YOR120W_mRNA	YIL041W_mRNA
YHR007C_mRNA	YJL157C_mRNA	YER111C_mRNA	YOR099W_mRNA
YPL160W_mRNA	YDR458C_mRNA	YBR219C_mRNA	YGR210C_mRNA
YCR028C-A_mRNA	YOR236W_mRNA	YDR415C_mRNA	YMR120C_mRNA
YNL306W_mRNA	YGR065C_mRNA	YAL039C_mRNA	YGR054W_mRNA
YJL157C_mRNA	YJL096W_mRNA	YBR243C_mRNA	YOR060C_mRNA
YDR458C_mRNA	YOR370C_mRNA	YBR046C_mRNA	YJL204C_mRNA
YOR236W_mRNA	YJL193W_mRNA	YBR206W_mRNA	YOR119C_mRNA
YGR065C_mRNA	YFR005C_mRNA	YPR180W_mRNA	YBR220C_mRNA
YJL096W_mRNA	YOL013C_mRNA	YLR247C_mRNA	YGL001C_mRNA
YOR370C_mRNA	YGL047W_mRNA	YMR010W_mRNA	YGL163C_mRNA
YJL193W_mRNA	YPL256C_mRNA	YIL045W_mRNA	YKR029C_mRNA
YFR005C_mRNA	YGL028C_mRNA	YMR044W_mRNA	YPL137C_mRNA
YOL013C_mRNA	YKL125W_mRNA	YMR128W_mRNA	YGL200C_mRNA
YGL047W_mRNA	YGR090W_mRNA	YLL029W_mRNA	YLR033W_mRNA
YPL256C_mRNA	YGL097W_mRNA	YHR068W_mRNA	YIL144W_mRNA
YGL028C_mRNA	YLR206W_mRNA	YKL105C_mRNA	YNL139C_mRNA
YKL125W_mRNA	YDR099W_mRNA	YIL022W_mRNA	YKL088W_mRNA
YGR090W_mRNA	YLR280C_mRNA	YLR192C_mRNA	YPL234C_mRNA
YGL097W_mRNA	YKL203C_mRNA	YPR042C_mRNA	YOR316C_mRNA
YLR206W_mRNA	YGR205W_mRNA	YDR312W_mRNA	YPR010C_mRNA
YDR099W_mRNA	YOR217W_mRNA	YKL106W_mRNA	YHR111W_mRNA
YLR280C_mRNA	YOL147C_mRNA	YGL014W_mRNA	YHR127W_mRNA
YKL203C_mRNA	YOR067C_mRNA	YLR193C_mRNA	YIL062C_mRNA
YGR205W_mRNA	YDR035W_mRNA	YKL063C_mRNA	YKL216W_mRNA
YOR217W_mRNA	YBR267W_mRNA	YDL083C_mRNA	YDR426C_mRNA
YOL147C_mRNA	YDR191W_mRNA	YNL024C_mRNA	YOR261C_mRNA
YOR067C_mRNA	YJL104W_mRNA	YIL084C_mRNA	YKL104C_mRNA
YDR035W_mRNA	YBR210W_mRNA	YJL203W_mRNA	YOR222W_mRNA
YBR267W_mRNA	YGL017W_mRNA	YDL111C_mRNA	YLR301W_mRNA
YDR191W_mRNA	YMR063W_mRNA	YHR112C_mRNA	YOR299W_mRNA
YJL104W_mRNA	YGL115W_mRNA	YHR007C_mRNA	YGR198W_mRNA
YBR210W_mRNA	YDR277C_mRNA	YPL160W_mRNA	YFL042C_mRNA
YGL017W_mRNA	YLR034C_mRNA	YCR028C-A_mRNA	YBR257W_mRNA
YGL115W_mRNA	YHL027W_mRNA	YNL306W_mRNA	YOR120W_mRNA
YDR277C_mRNA	YEL001C_mRNA	YJL157C_mRNA	YER111C_mRNA
YLR034C_mRNA	YLR096W_mRNA	YDR458C_mRNA	YBR219C_mRNA
YHL027W_mRNA	YLR154C_mRNA	YOR236W_mRNA	YDR415C_mRNA
YEL001C_mRNA	YOL145C_mRNA	YGR065C_mRNA	YAL039C_mRNA
YLR096W_mRNA	YLL051C_mRNA	YJL096W_mRNA	YBR243C_mRNA
YLR154C_mRNA	YGR017W_mRNA	YOR370C_mRNA	YBR046C_mRNA
YOL145C_mRNA	YDR272W_mRNA	YJL193W_mRNA	YBR206W_mRNA
YLL051C_mRNA	YJL005W_mRNA	YFR005C_mRNA	YPR180W_mRNA
YGR017W_mRNA	YOR105W_mRNA	YOL013C_mRNA	YLR247C_mRNA
YDR272W_mRNA	YLR260W_mRNA	YGL047W_mRNA	YMR010W_mRNA
YJL005W_mRNA	YDR088C_mRNA	YGL028C_mRNA	YIL045W_mRNA
YOR105W_mRNA	YGR015C_mRNA	YKL125W_mRNA	YMR044W_mRNA
YLR260W_mRNA	YIR026C_mRNA	YAL061W_mRNA	YMR128W_mRNA
YDR088C_mRNA	YMR298W_mRNA	YGR090W_mRNA	YLL029W_mRNA
YGR015C_mRNA	YJR042W_mRNA	YGL097W_mRNA	YHR068W_mRNA
YIR026C_mRNA	YKR052C_mRNA	YLR206W_mRNA	YKL105C_mRNA
YMR298W_mRNA	YHR149C_mRNA	YDR099W_mRNA	YIL022W_mRNA
YJR042W_mRNA	YKL114C_mRNA	YLR280C_mRNA	YLR192C_mRNA
YKR052C_mRNA	YPL116W_mRNA	YKL203C_mRNA	YPR042C_mRNA
YHR149C_mRNA	YAL032C_mRNA	YGR205W_mRNA	YDR312W_mRNA
YKL114C_mRNA	YMR262W_mRNA	YOR217W_mRNA	YKL106W_mRNA
YPL116W_mRNA	YKR004C_mRNA	YOL147C_mRNA	YGL014W_mRNA
YAL032C_mRNA	YJL076W_mRNA	YOR067C_mRNA	YLR193C_mRNA
YMR262W_mRNA	YJL149W_mRNA	YPL222W_mRNA	YKL063C_mRNA
YKR004C_mRNA	YPL128C_mRNA	YDR035W_mRNA	YDL083C_mRNA
YJL076W_mRNA	YNL287W_mRNA	YBR267W_mRNA	YNL024C_mRNA
YJL149W_mRNA	YBR233W_mRNA	YDR191W_mRNA	YIL084C_mRNA
YPL128C_mRNA	YGL147C_mRNA	YJL104W_mRNA	YJL203W_mRNA
YNL287W_mRNA	YKL085W_mRNA	YBR210W_mRNA	YDL111C_mRNA
YBR233W_mRNA	YDR236C_mRNA	YGL017W_mRNA	YHR112C_mRNA
YGL147C_mRNA	YGL179C_mRNA	YMR063W_mRNA	YHR007C_mRNA
YKL085W_mRNA	YDR410C_mRNA	YGL115W_mRNA	YPL160W_mRNA
YDR236C_mRNA	YFL010C_mRNA	YDR277C_mRNA	YCR028C-A_mRNA
YGL179C_mRNA	YPL209C_mRNA	YLR034C_mRNA	YNL306W_mRNA
YDR410C_mRNA	YDR176W_mRNA	YHL027W_mRNA	YJL157C_mRNA
YFL010C_mRNA	YCR002C_mRNA	YEL001C_mRNA	YDR458C_mRNA
YPL209C_mRNA	YNR049C_mRNA	YLR096W_mRNA	YOR236W_mRNA
YDR176W_mRNA	YOL159C_mRNA	YLR154C_mRNA	YGR065C_mRNA
YCR002C_mRNA	YGR177C_mRNA	YOL145C_mRNA	YJL096W_mRNA
YNR049C_mRNA	YPL103C_mRNA	YLL051C_mRNA	YOR370C_mRNA
YOL159C_mRNA	YDR482C_mRNA	YGR017W_mRNA	YJL193W_mRNA
YGR177C_mRNA	YNL217W_mRNA	YDR272W_mRNA	YFR005C_mRNA
YPL103C_mRNA	YLL043W_mRNA	YJL005W_mRNA	YOL013C_mRNA
YDR482C_mRNA	YNL037C_mRNA	YOR105W_mRNA	YGL047W_mRNA
YNL217W_mRNA	YLR457C_mRNA	YLR260W_mRNA	YPL256C_mRNA
YLL043W_mRNA	YER136W_mRNA	YDR088C_mRNA	YGL028C_mRNA
YNL037C_mRNA	YLR210W_mRNA	YGR015C_mRNA	YKL125W_mRNA
YLR457C_mRNA	YFR024C-A_mRNA	YIR026C_mRNA	YAL061W_mRNA
YER136W_mRNA	YOL105C_mRNA	YMR298W_mRNA	YGR090W_mRNA
YLR210W_mRNA	YOR108W_mRNA	YJR042W_mRNA	YGL097W_mRNA
YFR024C-A_mRNA	YDR371W_mRNA	YKR052C_mRNA	YLR206W_mRNA
YOL105C_mRNA	YPL057C_mRNA	YHR149C_mRNA	YDR099W_mRNA
YOR108W_mRNA	YOL064C_mRNA	YKL114C_mRNA	YLR280C_mRNA
YDR371W_mRNA	YPR058W_mRNA	YPL116W_mRNA	YKL203C_mRNA
YPL057C_mRNA	YLR412W_mRNA	YAL032C_mRNA	YGR205W_mRNA
YOL064C_mRNA	YPR009W_mRNA	YMR262W_mRNA	YOR217W_mRNA
YPR058W_mRNA	YBR269C_mRNA	YKR004C_mRNA	YOL147C_mRNA
YLR412W_mRNA	YGR232W_mRNA	YJL076W_mRNA	YOR067C_mRNA
YPR009W_mRNA	YFR039C_mRNA	YJL149W_mRNA	YPL222W_mRNA
YBR269C_mRNA	YLR208W_mRNA	YPL128C_mRNA	YDR035W_mRNA
YGR232W_mRNA	YNL152W_mRNA	YNL287W_mRNA	YBR267W_mRNA
YFR039C_mRNA	YKL038W_mRNA	YBR233W_mRNA	YDR191W_mRNA
YLR208W_mRNA	YNL225C_mRNA	YGL147C_mRNA	YJL104W_mRNA
YNL152W_mRNA	YBL105C_mRNA	YKL085W_mRNA	YBR210W_mRNA
YKL038W_mRNA	YBR291C_mRNA	YDR236C_mRNA	YGL017W_mRNA
YNL225C_mRNA	YOR311C_mRNA	YGL179C_mRNA	YMR063W_mRNA
YBL105C_mRNA	YLR044C_mRNA	YDR410C_mRNA	YGL115W_mRNA
YBR291C_mRNA	YJL123C_mRNA	YFL010C_mRNA	YDR277C_mRNA
YOR311C_mRNA	YJR093C_mRNA	YPL209C_mRNA	YLR034C_mRNA
YLR044C_mRNA	YDR080W_mRNA	YDR176W_mRNA	YHL027W_mRNA
YJL123C_mRNA	YOR285W_mRNA	YCR002C_mRNA	YEL001C_mRNA
YJR093C_mRNA	YML088W_mRNA	YNR049C_mRNA	YLR096W_mRNA
YDR080W_mRNA	YPL237W_mRNA	YOL159C_mRNA	YLR154C_mRNA
YOR285W_mRNA	YPL109C_mRNA	YGR177C_mRNA	YOL145C_mRNA
YML088W_mRNA	YER034W_mRNA	YPL103C_mRNA	YLL051C_mRNA
YPL237W_mRNA	YJR005W_mRNA	YDR482C_mRNA	YLR353W_mRNA
YPL109C_mRNA	YAL020C_mRNA	YNL217W_mRNA	YGR017W_mRNA
YER034W_mRNA	YDR470C_mRNA	YEL073C_mRNA	YDR272W_mRNA
YJR005W_mRNA	YDR146C_mRNA	YGR134W_mRNA	YJL005W_mRNA
