si-Ctrl-1	si-Ctrl-2	si-eIF5A-1	si-eIF5A-2
YJL210W_mRNA	YBL007C_mRNA	YDR162C_mRNA	YDR428C_mRNA
YPL190C_mRNA	YER012W_mRNA	YAL012W_mRNA	YDR100W_mRNA
YHR081W_mRNA	YNL219C_mRNA	YGR027C_mRNA	YDR258C_mRNA
YER019W_mRNA	YKR063C_mRNA	YMR128W_mRNA	YNL066W_mRNA
YJL142C_mRNA	YDL147W_mRNA	YDR054C_mRNA	YDR152W_mRNA
YBR129C_mRNA	YIL047C-A_mRNA	YOR372C_mRNA	YBR193C_mRNA
YKL014C_mRNA	YOL012C_mRNA	YDR226W_mRNA	YML115C_mRNA
YIL007C_mRNA	YGL044C_mRNA	YEL054C_mRNA	YLL045C_mRNA
YJL050W_mRNA	YLR298C_mRNA	YOL045W_mRNA	YPL212C_mRNA
YBR221C_mRNA	YJL111W_mRNA	YDR272W_mRNA	YPL031C_mRNA
YBL007C_mRNA	YPL127C_mRNA	YER162C_mRNA	YOR078W_mRNA
YER012W_mRNA	YGL160W_mRNA	YDR282C_mRNA	YIL022W_mRNA
YNL219C_mRNA	YLR441C_mRNA	YCR066W_mRNA	YPL109C_mRNA
YKR063C_mRNA	YOR211C_mRNA	YJR085C_mRNA	YIL146C_mRNA
YDL147W_mRNA	YCL012C_mRNA	YLR086W_mRNA	YPL019C_mRNA
YIL047C-A_mRNA	YDR067C_mRNA	YPL085W_mRNA	YPR066W_mRNA
YOL012C_mRNA	YMR048W_mRNA	YJR161C_mRNA	YBR214W_mRNA
YGL044C_mRNA	YJL127C_mRNA	YIL068C_mRNA	YGR148C_mRNA
YLR298C_mRNA	YBL085W_mRNA	YDR393W_mRNA	YDR162C_mRNA
YJL111W_mRNA	YER083C_mRNA	YHR085W_mRNA	YAL012W_mRNA
YPL127C_mRNA	YDR493W_mRNA	YER148W_mRNA	YGR027C_mRNA
YGL160W_mRNA	YHR100C_mRNA	YGL098W_mRNA	YMR128W_mRNA
YLR441C_mRNA	YML052W_mRNA	YOR197W_mRNA	YDR054C_mRNA
YOR211C_mRNA	YNL220W_mRNA	YOR256C_mRNA	YOR372C_mRNA
YCL012C_mRNA	YJR105W_mRNA	YMR313C_mRNA	YDR226W_mRNA
YDR067C_mRNA	YCR075C_mRNA	YKL204W_mRNA	YEL054C_mRNA
YMR048W_mRNA	YAL008W_mRNA	YDL008W_mRNA	YOL045W_mRNA
YJL127C_mRNA	YKL011C_mRNA	YJL210W_mRNA	YDR272W_mRNA
YBL085W_mRNA	YCL042W_mRNA	YPL190C_mRNA	YER162C_mRNA
YER083C_mRNA	YOL072W_mRNA	YHR081W_mRNA	YDR282C_mRNA
YDR493W_mRNA	YOL075C_mRNA	YJL142C_mRNA	YCR066W_mRNA
YHR100C_mRNA	YPL221W_mRNA	YBR129C_mRNA	YJR085C_mRNA
YML052W_mRNA	YMR216C_mRNA	YKL014C_mRNA	YLR086W_mRNA
YNL220W_mRNA	YEL018W_mRNA	YIL007C_mRNA	YGL243W_mRNA
YJR105W_mRNA	YPL144W_mRNA	YJL050W_mRNA	YPL085W_mRNA
YCR075C_mRNA	YOR283W_mRNA	YBR221C_mRNA	YJR161C_mRNA
YAL008W_mRNA	YAR007C_mRNA	YBL007C_mRNA	YIL068C_mRNA
YKL011C_mRNA	YNL249C_mRNA	YER012W_mRNA	YDR393W_mRNA
YCL042W_mRNA	YMR243C_mRNA	YNL219C_mRNA	YHR085W_mRNA
YOL072W_mRNA	YOR111W_mRNA	YKR063C_mRNA	YPR047W_mRNA
YOL075C_mRNA	YFR048W_mRNA	YDL147W_mRNA	YER148W_mRNA
YPL221W_mRNA	YDR333C_mRNA	YIL047C-A_mRNA	YGL098W_mRNA
YMR216C_mRNA	YGL184C_mRNA	YOL012C_mRNA	YOR197W_mRNA
YEL018W_mRNA	YPL211W_mRNA	YGL044C_mRNA	YOR256C_mRNA
YPL144W_mRNA	YMR228W_mRNA	YLR298C_mRNA	YMR313C_mRNA
YOR283W_mRNA	YBL051C_mRNA	YJL111W_mRNA	YKL204W_mRNA
YAR007C_mRNA	YBR143C_mRNA	YJR108W_mRNA	YDL008W_mRNA
YNL249C_mRNA	YBR001C_mRNA	YPL127C_mRNA	YJL210W_mRNA
YMR243C_mRNA	YPL049C_mRNA	YGL160W_mRNA	YPL190C_mRNA
YOR111W_mRNA	YOR028C_mRNA	YLR441C_mRNA	YHR081W_mRNA
YFR048W_mRNA	YHR037W_mRNA	YOR211C_mRNA	YER019W_mRNA
YDR333C_mRNA	YBR272C_mRNA	YCL012C_mRNA	YJL142C_mRNA
YGL184C_mRNA	YLR060W_mRNA	YDR067C_mRNA	YBR129C_mRNA
YPL211W_mRNA	YER155C_mRNA	YMR048W_mRNA	YKL014C_mRNA
YMR228W_mRNA	YIL071C_mRNA	YJL127C_mRNA	YIL007C_mRNA
YBL051C_mRNA	YER009W_mRNA	YBL085W_mRNA	YJL050W_mRNA
YBR143C_mRNA	YIR033W_mRNA	YER083C_mRNA	YBR221C_mRNA
YBR001C_mRNA	YNL011C_mRNA	YDR493W_mRNA	YBL007C_mRNA
YPL049C_mRNA	YJL065C_mRNA	YHR100C_mRNA	YER012W_mRNA
YOR028C_mRNA	YNL041C_mRNA	YML052W_mRNA	YNL219C_mRNA
YHR037W_mRNA	YER169W_mRNA	YNL220W_mRNA	YKR063C_mRNA
YBR272C_mRNA	YLR172C_mRNA	YJR105W_mRNA	YDL147W_mRNA
YLR060W_mRNA	YGL163C_mRNA	YCR075C_mRNA	YIL047C-A_mRNA
YER155C_mRNA	YDR319C_mRNA	YAL008W_mRNA	YOL012C_mRNA
YIL071C_mRNA	YGR009C_mRNA	YKL011C_mRNA	YGL044C_mRNA
YER009W_mRNA	YLR116W_mRNA	YCL042W_mRNA	YLR298C_mRNA
YIR033W_mRNA	YDR450W_mRNA	YOL072W_mRNA	YJL111W_mRNA
YNL011C_mRNA	YBL024W_mRNA	YOL075C_mRNA	YJR108W_mRNA
YJL065C_mRNA	YML079W_mRNA	YPL221W_mRNA	YPL127C_mRNA
YNL041C_mRNA	YOR092W_mRNA	YMR216C_mRNA	YGL160W_mRNA
YER169W_mRNA	YML029W_mRNA	YEL018W_mRNA	YLR441C_mRNA
YLR172C_mRNA	YDL143W_mRNA	YPL144W_mRNA	YOR211C_mRNA
YGL163C_mRNA	YKL173W_mRNA	YOR283W_mRNA	YCL012C_mRNA
YDR319C_mRNA	YBR062C_mRNA	YAR007C_mRNA	YDR067C_mRNA
YGR009C_mRNA	YCR101C_mRNA	YNL249C_mRNA	YMR048W_mRNA
YLR116W_mRNA	YHR061C_mRNA	YMR243C_mRNA	YJL127C_mRNA
YDR450W_mRNA	YHR196W_mRNA	YOR111W_mRNA	YBL085W_mRNA
YBL024W_mRNA	YNL207W_mRNA	YFR048W_mRNA	YER083C_mRNA
YML079W_mRNA	YNL080C_mRNA	YDR333C_mRNA	YDR493W_mRNA
YOR092W_mRNA	YOL101C_mRNA	YPL211W_mRNA	YHR100C_mRNA
YML029W_mRNA	YHR183W_mRNA	YMR228W_mRNA	YML052W_mRNA
YDL143W_mRNA	YNL103W_mRNA	YBL051C_mRNA	YNL220W_mRNA
YKL173W_mRNA	YGL198W_mRNA	YBR143C_mRNA	YJR105W_mRNA
YBR062C_mRNA	YNL329C_mRNA	YBR001C_mRNA	YCR075C_mRNA
YHR061C_mRNA	YER115C_mRNA	YPL049C_mRNA	YAL008W_mRNA
YHR196W_mRNA	YJL122W_mRNA	YOR028C_mRNA	YKL011C_mRNA
YJL090C_mRNA	YLR113W_mRNA	YHR037W_mRNA	YCL042W_mRNA
YNL207W_mRNA	YIR035C_mRNA	YBR272C_mRNA	YOL072W_mRNA
YNL080C_mRNA	YCL035C_mRNA	YLR060W_mRNA	YOL075C_mRNA
YOL101C_mRNA	YMR063W_mRNA	YER155C_mRNA	YPL221W_mRNA
YHR183W_mRNA	YLR085C_mRNA	YIL071C_mRNA	YMR216C_mRNA
YNL103W_mRNA	YNL225C_mRNA	YER009W_mRNA	YEL018W_mRNA
YGL198W_mRNA	YKL114C_mRNA	YIR033W_mRNA	YPL144W_mRNA
YNL329C_mRNA	YDL133W_mRNA	YNL011C_mRNA	YOR283W_mRNA
YER115C_mRNA	YPL135W_mRNA	YJL065C_mRNA	YAR007C_mRNA
YJL122W_mRNA	YHR164C_mRNA	YNL041C_mRNA	YMR243C_mRNA
YLR113W_mRNA	YIL009W_mRNA	YER169W_mRNA	YOR111W_mRNA
YIR035C_mRNA	YIR025W_mRNA	YLR172C_mRNA	YFR048W_mRNA
YCL035C_mRNA	YJL199C_mRNA	YGL163C_mRNA	YGL184C_mRNA
YLR085C_mRNA	YLR091W_mRNA	YDR319C_mRNA	YDR333C_mRNA
YNL225C_mRNA	YPR069C_mRNA	YGR009C_mRNA	YPL211W_mRNA
YKL114C_mRNA	YJR047C_mRNA	YLR116W_mRNA	YMR228W_mRNA
YDL133W_mRNA	YJL186W_mRNA	YDR450W_mRNA	YBL051C_mRNA
YPL135W_mRNA	YGL200C_mRNA	YBL024W_mRNA	YBR143C_mRNA
YHR164C_mRNA	YOL086C_mRNA	YML079W_mRNA	YBR001C_mRNA
YIL009W_mRNA	YDL208W_mRNA	YOR092W_mRNA	YPL049C_mRNA
YIR025W_mRNA	YBR191W_mRNA	YML029W_mRNA	YOR028C_mRNA
YJL199C_mRNA	YKL059C_mRNA	YDL143W_mRNA	YHR037W_mRNA
YLR091W_mRNA	YAL024C_mRNA	YKL173W_mRNA	YBR272C_mRNA
YPR069C_mRNA	YGR044C_mRNA	YBR062C_mRNA	YLR060W_mRNA
YJR047C_mRNA	YLR080W_mRNA	YCR101C_mRNA	YER155C_mRNA
YJL186W_mRNA	YPL237W_mRNA	YHR061C_mRNA	YIL071C_mRNA
YGL200C_mRNA	YOL096C_mRNA	YHR196W_mRNA	YER009W_mRNA
YOL086C_mRNA	YGL095C_mRNA	YJL090C_mRNA	YIR033W_mRNA
YDL208W_mRNA	YLR039C_mRNA	YNL207W_mRNA	YNL011C_mRNA
YBR191W_mRNA	YPL213W_mRNA	YNL080C_mRNA	YJL065C_mRNA
YKL059C_mRNA	YOR113W_mRNA	YOL101C_mRNA	YNL041C_mRNA
YAL024C_mRNA	YGR103W_mRNA	YHR183W_mRNA	YNR045W_mRNA
YGR044C_mRNA	YCL064C_mRNA	YNL103W_mRNA	YER169W_mRNA
YLR080W_mRNA	YOL093W_mRNA	YGL198W_mRNA	YLR172C_mRNA
YPL237W_mRNA	YGL179C_mRNA	YNL329C_mRNA	YGL163C_mRNA
YOL096C_mRNA	YOR356W_mRNA	YNL331C_mRNA	YDR319C_mRNA
YGL095C_mRNA	YPL124W_mRNA	YJL122W_mRNA	YGR009C_mRNA
YLR039C_mRNA	YDR481C_mRNA	YER115C_mRNA	YLR116W_mRNA
YPL213W_mRNA	YHR070W_mRNA	YIR035C_mRNA	YDR450W_mRNA
YOR113W_mRNA	YLR205C_mRNA	YCL035C_mRNA	YBL024W_mRNA
YGR103W_mRNA	YPR168W_mRNA	YMR063W_mRNA	YML079W_mRNA
YCL064C_mRNA	YBR139W_mRNA	YLR113W_mRNA	YOR092W_mRNA
YOL093W_mRNA	YMR247C_mRNA	YNL225C_mRNA	YML029W_mRNA
YGL179C_mRNA	YDR069C_mRNA	YLR085C_mRNA	YDL143W_mRNA
YOR356W_mRNA	YOR336W_mRNA	YDL133W_mRNA	YKL173W_mRNA
YPL124W_mRNA	YHL048W_mRNA	YPL135W_mRNA	YBR062C_mRNA
YDR481C_mRNA	YCL054W_mRNA	YHR164C_mRNA	YCR101C_mRNA
YHR070W_mRNA	YKR011C_mRNA	YIL009W_mRNA	YHR061C_mRNA
YLR205C_mRNA	YOL078W_mRNA	YIR025W_mRNA	YHR196W_mRNA
YPR168W_mRNA	YAL003W_mRNA	YJL199C_mRNA	YJL090C_mRNA
YBR139W_mRNA	YNR031C_mRNA	YLR091W_mRNA	YNL207W_mRNA
YMR247C_mRNA	YGR233C_mRNA	YPR069C_mRNA	YNL080C_mRNA
YDR069C_mRNA	YFR014C_mRNA	YJL186W_mRNA	YOL101C_mRNA
YOR336W_mRNA	YBL040C_mRNA	YGL200C_mRNA	YHR183W_mRNA
YHL048W_mRNA	YMR297W_mRNA	YOL086C_mRNA	YNL103W_mRNA
YCL054W_mRNA	YMR032W_mRNA	YGR144W_mRNA	YGL198W_mRNA
YKR011C_mRNA	YCR061W_mRNA	YDL208W_mRNA	YNL329C_mRNA
YOL078W_mRNA	YKR074W_mRNA	YBR191W_mRNA	YNL331C_mRNA
YAL003W_mRNA	YBR029C_mRNA	YKL059C_mRNA	YJL122W_mRNA
YNR031C_mRNA	YLR130C_mRNA	YAL024C_mRNA	YER115C_mRNA
YGR233C_mRNA	YOL147C_mRNA	YGR044C_mRNA	YIR035C_mRNA
YFR014C_mRNA	YLR305C_mRNA	YLR080W_mRNA	YCL035C_mRNA
YBL040C_mRNA	YFR052W_mRNA	YPL237W_mRNA	YMR063W_mRNA
YMR297W_mRNA	YKL155C_mRNA	YOL096C_mRNA	YLR113W_mRNA
YMR032W_mRNA	YPR075C_mRNA	YGL095C_mRNA	YNL225C_mRNA
YCR061W_mRNA	YOR297C_mRNA	YLR039C_mRNA	YLR085C_mRNA
YKR074W_mRNA	YHR106W_mRNA	YPL213W_mRNA	YDL133W_mRNA
YBR029C_mRNA	YIL003W_mRNA	YOR113W_mRNA	YPL135W_mRNA
YLR130C_mRNA	YFL034W_mRNA	YGR103W_mRNA	YHR164C_mRNA
YOL147C_mRNA	YMR181C_mRNA	YCL064C_mRNA	YIL009W_mRNA
YLR305C_mRNA	YGR092W_mRNA	YOL093W_mRNA	YIR025W_mRNA
YFR052W_mRNA	YGR113W_mRNA	YGL179C_mRNA	YJL199C_mRNA
YKL155C_mRNA	YLR126C_mRNA	YOR356W_mRNA	YJL186W_mRNA
YPR075C_mRNA	YGR167W_mRNA	YDR481C_mRNA	YPR069C_mRNA
YOR297C_mRNA	YBR071W_mRNA	YHR070W_mRNA	YGL200C_mRNA
YHR106W_mRNA	YHR041C_mRNA	YLR205C_mRNA	YOL086C_mRNA
YIL003W_mRNA	YDL135C_mRNA	YPR168W_mRNA	YDL208W_mRNA
YFL034W_mRNA	YKL157W_mRNA	YBR139W_mRNA	YGR144W_mRNA
YMR181C_mRNA	YHR147C_mRNA	YMR247C_mRNA	YBR191W_mRNA
YGR092W_mRNA	YKR013W_mRNA	YDR069C_mRNA	YKL059C_mRNA
YGR113W_mRNA	YJR082C_mRNA	YHL048W_mRNA	YAL024C_mRNA
YLR126C_mRNA	YER122C_mRNA	YCL054W_mRNA	YGR044C_mRNA
YGR167W_mRNA	YEL003W_mRNA	YKR011C_mRNA	YPL237W_mRNA
YNL230C_mRNA	YCR072C_mRNA	YOL078W_mRNA	YOL096C_mRNA
YBR071W_mRNA	YGL257C_mRNA	YAL003W_mRNA	YGL095C_mRNA
YHR041C_mRNA	YDR380W_mRNA	YNR031C_mRNA	YLR039C_mRNA
YDL135C_mRNA	YIR017C_mRNA	YGR233C_mRNA	YPL213W_mRNA
YKL157W_mRNA	YLL027W_mRNA	YFR014C_mRNA	YOR113W_mRNA
YHR147C_mRNA	YML038C_mRNA	YBL040C_mRNA	YGR103W_mRNA
YKR013W_mRNA	YNL206C_mRNA	YMR297W_mRNA	YCL064C_mRNA
YJR082C_mRNA	YOR133W_mRNA	YCR061W_mRNA	YOL093W_mRNA
YER122C_mRNA	YOL049W_mRNA	YLR425W_mRNA	YGL179C_mRNA
YEL003W_mRNA	YGR165W_mRNA	YKR074W_mRNA	YOR356W_mRNA
YCR072C_mRNA	YDR027C_mRNA	YBR029C_mRNA	YPL124W_mRNA
YGL257C_mRNA	YIL020C_mRNA	YLR130C_mRNA	YDR481C_mRNA
YDR380W_mRNA	YDR123C_mRNA	YOL147C_mRNA	YHR070W_mRNA
YIR017C_mRNA	YDR178W_mRNA	YLR305C_mRNA	YLR205C_mRNA
YLL027W_mRNA	YPL155C_mRNA	YFR052W_mRNA	YPR168W_mRNA
YML038C_mRNA	YOR241W_mRNA	YKL155C_mRNA	YBR139W_mRNA
YNL206C_mRNA	YBR257W_mRNA	YPR075C_mRNA	YMR247C_mRNA
YOR133W_mRNA	YBR220C_mRNA	YOR297C_mRNA	YDR069C_mRNA
YOL049W_mRNA	YKR004C_mRNA	YHR106W_mRNA	YOR336W_mRNA
YGR165W_mRNA	YER005W_mRNA	YIL003W_mRNA	YHL048W_mRNA
YDR027C_mRNA	YDR394W_mRNA	YFL034W_mRNA	YCL054W_mRNA
YIL020C_mRNA	YER120W_mRNA	YMR181C_mRNA	YKR011C_mRNA
YDR123C_mRNA	YLR294C_mRNA	YGR092W_mRNA	YOL078W_mRNA
YDR178W_mRNA	YDR083W_mRNA	YGR113W_mRNA	YAL003W_mRNA
YPL155C_mRNA	YGL187C_mRNA	YLR126C_mRNA	YNR031C_mRNA
YOR241W_mRNA	YKL176C_mRNA	YGR167W_mRNA	YGR233C_mRNA
YBR257W_mRNA	YDR279W_mRNA	YNL230C_mRNA	YFR014C_mRNA
YBR220C_mRNA	YHL019C_mRNA	YBR071W_mRNA	YBL040C_mRNA
YKR004C_mRNA	YDL234C_mRNA	YHR041C_mRNA	YMR297W_mRNA
YER005W_mRNA	YLR179C_mRNA	YPR005C_mRNA	YMR032W_mRNA
YDR394W_mRNA	YBR038W_mRNA	YPL164C_mRNA	YCR061W_mRNA
YER120W_mRNA	YOR357C_mRNA	YDL135C_mRNA	YKR074W_mRNA
YLR294C_mRNA	YNL158W_mRNA	YKL157W_mRNA	YBR029C_mRNA
YDR083W_mRNA	YAL041W_mRNA	YHR147C_mRNA	YLR130C_mRNA
YGL187C_mRNA	YMR113W_mRNA	YKR013W_mRNA	YOL147C_mRNA
YKL176C_mRNA	YGR238C_mRNA	YJR082C_mRNA	YLR305C_mRNA
YDR279W_mRNA	YCR057C_mRNA	YER122C_mRNA	YFR052W_mRNA
YHL019C_mRNA	YHR166C_mRNA	YEL003W_mRNA	YKL155C_mRNA
YDL234C_mRNA	YGR157W_mRNA	YCR072C_mRNA	YPR075C_mRNA
YLR179C_mRNA	YPL039W_mRNA	YGL257C_mRNA	YOR297C_mRNA
YBR038W_mRNA	YMR047C_mRNA	YDR380W_mRNA	YHR106W_mRNA
YOR357C_mRNA	YAL027W_mRNA	YBL075C_mRNA	YIL003W_mRNA
YNL158W_mRNA	YCR011C_mRNA	YIR017C_mRNA	YFL034W_mRNA
YAL041W_mRNA	YMR304C-A_mRNA	YLL027W_mRNA	YMR181C_mRNA
YMR113W_mRNA	YBR101C_mRNA	YML038C_mRNA	YGR092W_mRNA
YGR238C_mRNA	YAL055W_mRNA	YNL206C_mRNA	YGR113W_mRNA
YCR057C_mRNA	YGL078C_mRNA	YOR133W_mRNA	YLR126C_mRNA
YHR166C_mRNA	YIR018W_mRNA	YOL049W_mRNA	YGR167W_mRNA
YGR157W_mRNA	YHR075C_mRNA	YGR165W_mRNA	YNL230C_mRNA
YPL039W_mRNA	YMR217W_mRNA	YDR027C_mRNA	YBR071W_mRNA
YMR047C_mRNA	YJR042W_mRNA	YIL020C_mRNA	YHR041C_mRNA
YAL027W_mRNA	YCL026C-B_mRNA	YDR123C_mRNA	YPL164C_mRNA
YCR011C_mRNA	YMR303C_mRNA	YDR178W_mRNA	YDL135C_mRNA
YMR304C-A_mRNA	YDR131C_mRNA	YPL155C_mRNA	YKL157W_mRNA
YBR101C_mRNA	YOL138C_mRNA	YOR241W_mRNA	YHR147C_mRNA
YAL055W_mRNA	YDR229W_mRNA	YBR257W_mRNA	YKR013W_mRNA
YGL078C_mRNA	YNL039W_mRNA	YBR220C_mRNA	YPR200C_mRNA
YIR018W_mRNA	YAL046C_mRNA	YKR004C_mRNA	YER122C_mRNA
YHR075C_mRNA	YOR069W_mRNA	YNL276C_mRNA	YEL003W_mRNA
YMR217W_mRNA	YGL238W_mRNA	YER005W_mRNA	YCR072C_mRNA
YJR042W_mRNA	YER057C_mRNA	YDR394W_mRNA	YGL257C_mRNA
YCL026C-B_mRNA	YJL013C_mRNA	YER120W_mRNA	YJR082C_mRNA
YMR303C_mRNA	YPR003C_mRNA	YLR294C_mRNA	YBL075C_mRNA
YAL011W_mRNA	YDR169C_mRNA	YDR083W_mRNA	YIR017C_mRNA
YDR131C_mRNA	YOL051W_mRNA	YGL187C_mRNA	YLL027W_mRNA
YOL138C_mRNA	YER030W_mRNA	YKL176C_mRNA	YDR380W_mRNA
YDR229W_mRNA	YBR079C_mRNA	YDR279W_mRNA	YLR162W_mRNA
YNL039W_mRNA	YLR095C_mRNA	YHL019C_mRNA	YML038C_mRNA
YAL046C_mRNA	YDR427W_mRNA	YDL234C_mRNA	YNL206C_mRNA
YOR069W_mRNA	YLR219W_mRNA	YLR179C_mRNA	YOR133W_mRNA
YGL238W_mRNA	YNL185C_mRNA	YBR038W_mRNA	YOL049W_mRNA
YER057C_mRNA	YNL311C_mRNA	YOR357C_mRNA	YGR165W_mRNA
YJL013C_mRNA	YDL059C_mRNA	YNL158W_mRNA	YDR027C_mRNA
YPR003C_mRNA	YPR108W_mRNA	YAL041W_mRNA	YIL020C_mRNA
YDR169C_mRNA	YDR471W_mRNA	YMR113W_mRNA	YDR123C_mRNA
YOL051W_mRNA	YHR189W_mRNA	YGR238C_mRNA	YDR178W_mRNA
YER030W_mRNA	YKL002W_mRNA	YCR057C_mRNA	YPL155C_mRNA
YBR079C_mRNA	YEL065W_mRNA	YHR166C_mRNA	YOR241W_mRNA
YLR095C_mRNA	YEL015W_mRNA	YGR157W_mRNA	YBR257W_mRNA
YDR427W_mRNA	YNR015W_mRNA	YPL039W_mRNA	YBR220C_mRNA
YLR219W_mRNA	YFR039C_mRNA	YMR047C_mRNA	YKR004C_mRNA
YNL185C_mRNA	YDL126C_mRNA	YAL027W_mRNA	YNL276C_mRNA
YNL311C_mRNA	YGR227W_mRNA	YCR011C_mRNA	YER005W_mRNA
YDL059C_mRNA	YOR293W_mRNA	YMR304C-A_mRNA	YDR394W_mRNA
YPR108W_mRNA	YNL020C_mRNA	YBR101C_mRNA	YER120W_mRNA
YDR471W_mRNA	YOL052C_mRNA	YAL055W_mRNA	YLR294C_mRNA
YHR189W_mRNA	YJL034W_mRNA	YGL078C_mRNA	YDR083W_mRNA
YKL002W_mRNA	YPL015C_mRNA	YIR018W_mRNA	YGL187C_mRNA
YEL065W_mRNA	YHL018W_mRNA	YHR075C_mRNA	YKL176C_mRNA
YEL015W_mRNA	YDL055C_mRNA	YMR217W_mRNA	YDR279W_mRNA
YNR015W_mRNA	YPL209C_mRNA	YJR042W_mRNA	YHL019C_mRNA
YFR039C_mRNA	YKL024C_mRNA	YCL026C-B_mRNA	YDL234C_mRNA
YDL126C_mRNA	YGL060W_mRNA	YMR303C_mRNA	YLR179C_mRNA
YGR227W_mRNA	YNL107W_mRNA	YAL011W_mRNA	YBR038W_mRNA
YOR293W_mRNA	YLR418C_mRNA	YDR131C_mRNA	YOR357C_mRNA
YNL020C_mRNA	YBL050W_mRNA	YOL138C_mRNA	YNL158W_mRNA
YOL052C_mRNA	YKL075C_mRNA	YBR297W_mRNA	YAL041W_mRNA
YJL034W_mRNA	YGR262C_mRNA	YDR229W_mRNA	YMR113W_mRNA
YPL015C_mRNA	YBR086C_mRNA	YNL039W_mRNA	YGR238C_mRNA
YHL018W_mRNA	YBR054W_mRNA	YAL046C_mRNA	YCR057C_mRNA
YDL055C_mRNA	YJR109C_mRNA	YOR069W_mRNA	YHR166C_mRNA
YPL209C_mRNA	YDR089W_mRNA	YGL238W_mRNA	YGR157W_mRNA
YKL024C_mRNA	YLR207W_mRNA	YER057C_mRNA	YPL039W_mRNA
YGL060W_mRNA	YDR470C_mRNA	YJL013C_mRNA	YMR047C_mRNA
YNL107W_mRNA	YOR093C_mRNA	YPR003C_mRNA	YAL027W_mRNA
YLR418C_mRNA	YGR007W_mRNA	YDR169C_mRNA	YCR011C_mRNA
YBL050W_mRNA	YMR282C_mRNA	YOL051W_mRNA	YMR304C-A_mRNA
YKL075C_mRNA	YGL130W_mRNA	YER030W_mRNA	YBR101C_mRNA
YGR262C_mRNA	YIL042C_mRNA	YBR079C_mRNA	YAL055W_mRNA
YBR086C_mRNA	YKR093W_mRNA	YLR095C_mRNA	YGL078C_mRNA
YBR054W_mRNA	YDR540C_mRNA	YDR427W_mRNA	YIR018W_mRNA
YJR109C_mRNA	YDR002W_mRNA	YLR219W_mRNA	YHR075C_mRNA
YDR089W_mRNA	YBR233W_mRNA	YNL185C_mRNA	YMR217W_mRNA
YLR207W_mRNA	YCR028C-A_mRNA	YNL311C_mRNA	YJR042W_mRNA
YDR470C_mRNA	YMR315W_mRNA	YDL059C_mRNA	YCL026C-B_mRNA
YOR093C_mRNA	YIR015W_mRNA	YPR108W_mRNA	YMR303C_mRNA
YGR007W_mRNA	YPR106W_mRNA	YDR471W_mRNA	YDR131C_mRNA
YMR282C_mRNA	YOR153W_mRNA	YHR189W_mRNA	YOL138C_mRNA
YGL130W_mRNA	YIR024C_mRNA	YKL002W_mRNA	YBR297W_mRNA
YIL042C_mRNA	YFR051C_mRNA	YEL065W_mRNA	YDR229W_mRNA
YKR093W_mRNA	YFR018C_mRNA	YEL015W_mRNA	YNL039W_mRNA
YDR540C_mRNA	YDR492W_mRNA	YNR015W_mRNA	YAL046C_mRNA
YDR002W_mRNA	YBL079W_mRNA	YFR039C_mRNA	YOR069W_mRNA
YBR233W_mRNA	YPR162C_mRNA	YDL126C_mRNA	YGL238W_mRNA
YCR028C-A_mRNA	YAL031C_mRNA	YGR227W_mRNA	YER057C_mRNA
YMR315W_mRNA	YBR254C_mRNA	YOR293W_mRNA	YJL013C_mRNA
YIR015W_mRNA	YGL122C_mRNA	YNL020C_mRNA	YPR003C_mRNA
YPR106W_mRNA	YLR104W_mRNA	YOL052C_mRNA	YDR169C_mRNA
YOR153W_mRNA	YML057W_mRNA	YJL034W_mRNA	YOL051W_mRNA
YIR024C_mRNA	YNL233W_mRNA	YPL015C_mRNA	YER030W_mRNA
YFR051C_mRNA	YER061C_mRNA	YHL018W_mRNA	YBR079C_mRNA
YFR018C_mRNA	YOR142W_mRNA	YDL055C_mRNA	YLR095C_mRNA
YDR492W_mRNA	YBR273C_mRNA	YPL209C_mRNA	YDR427W_mRNA
YBL079W_mRNA	YGL123W_mRNA	YKL024C_mRNA	YLR219W_mRNA
YPR162C_mRNA	YBR006W_mRNA	YGL060W_mRNA	YNL185C_mRNA
YAL031C_mRNA	YBR121C_mRNA	YNL107W_mRNA	YNL311C_mRNA
YBR254C_mRNA	YDR254W_mRNA	YLR418C_mRNA	YDL059C_mRNA
YGL122C_mRNA	YPR100W_mRNA	YBL050W_mRNA	YPR108W_mRNA
YLR104W_mRNA	YML086C_mRNA	YKL075C_mRNA	YDR471W_mRNA
YML057W_mRNA	YMR102C_mRNA	YGR262C_mRNA	YHR189W_mRNA
YNL233W_mRNA	YDR011W_mRNA	YBR086C_mRNA	YKL002W_mRNA
YER061C_mRNA	YLR312W-A_mRNA	YBR054W_mRNA	YEL065W_mRNA
YOR142W_mRNA	YDL095W_mRNA	YJR109C_mRNA	YEL015W_mRNA
YBR273C_mRNA	YMR008C_mRNA	YDR089W_mRNA	YIL164C_mRNA
YGL123W_mRNA	YOR353C_mRNA	YLR207W_mRNA	YNR015W_mRNA
YBR006W_mRNA	YCR069W_mRNA	YDR470C_mRNA	YFR039C_mRNA
YBR121C_mRNA	YGL125W_mRNA	YOR093C_mRNA	YDL126C_mRNA
YPR100W_mRNA	YCL050C_mRNA	YGR007W_mRNA	YGR227W_mRNA
YML086C_mRNA	YGR241C_mRNA	YMR282C_mRNA	YOR293W_mRNA
